"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","CU_Name","CusoName","City","IsWhollyOwned","Investment","Loan","CashOutlay","Check_cur_serv","Cler_prof_mgt_serv","Bus_ln_orig","Cons_mtg_orig","Elect_trans_serv","Fin_con_serv","FA_serv","Ins_br_ag","Leasing","Ln_supp_serv","RR_sec_DR_serv","Ins_br_serv","Shr_branch_ops","St_Ln_orig","Trav_ag_serv","Trusts","RE_br_serv","CUSOinv_nonCUSO","CC_ln_orig","pay_proc_serv","Other","OtherCusoServiceType","DateCreated","DateUpdated","InvestmentAccountingTypeName","StateCode"
151,12/31/2012 0:00:00,78,"JUSTICE","Service Center Corp","Pomona",0,10248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/18/2013 9:37:00,"Cost Method","CA"
151,12/31/2012 0:00:00,78,"JUSTICE","PSCU","St Petersburg",0,364557,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/18/2013 9:37:00,"Cost Method","FL"
151,12/31/2012 0:00:00,78,"JUSTICE","CU Realty","Herndon",0,9216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"",8/27/2009 22:11:00,1/18/2013 9:37:00,"Cost Method","VA"
159,12/31/2012 0:00:00,83,"THREE RIVERS","CU Members Mortgage","Greenwood Village",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/18/2013 12:59:00,"","CO"
159,12/31/2012 0:00:00,83,"THREE RIVERS","Alaska USA Trust Company","Anchorage",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"Investment safekeeping",8/27/2009 22:11:00,1/18/2013 12:59:00,"","AK"
159,12/31/2012 0:00:00,83,"THREE RIVERS","Credit Union 24, Inc.","Tallahassee",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/18/2013 12:59:00,"","FL"
159,12/31/2012 0:00:00,83,"THREE RIVERS","PSCU Financial Services","Tampa",0,395948,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",8/27/2009 22:11:00,1/18/2013 12:59:00,"","FL"
159,12/31/2012 0:00:00,83,"THREE RIVERS","Credit Union Centers of Indiana, LLC","Indianapolis",0,6407,0,11030,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/18/2013 12:59:00,"","IN"
159,12/31/2012 0:00:00,83,"THREE RIVERS","CUSO Financial Services, LP","San Diego",0,300000,0,300000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/18/2013 12:59:00,"","CA"
159,12/31/2012 0:00:00,83,"THREE RIVERS","Financial Service Centers Cooperative, Inc.","Ontario",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"mobile banking network",8/27/2009 22:11:00,1/18/2013 12:59:00,"","CA"
159,12/31/2012 0:00:00,83,"THREE RIVERS","myCUmortgage","Fairborn",0,0,6000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/18/2013 12:59:00,"","OH"
159,12/31/2012 0:00:00,83,"THREE RIVERS","Members Trust","Tampa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"",8/27/2009 22:11:00,1/18/2013 12:59:00,"","FL"
159,12/31/2012 0:00:00,83,"THREE RIVERS","CU Student Choice Partners, LLC","Washington",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/18/2013 12:59:00,"","DC"
162,12/31/2012 0:00:00,85,"TREASURY DEPARTMENT","TDFCU Financial Services","Washington",1,15645,0,15645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Currently inactive",8/27/2009 22:11:00,1/17/2013 16:19:00,"Consolidation","DC"
162,12/31/2012 0:00:00,85,"TREASURY DEPARTMENT","CUMA","Fairfax",0,1000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"",8/27/2009 22:11:00,1/17/2013 16:19:00,"","VA"
162,12/31/2012 0:00:00,85,"TREASURY DEPARTMENT","Credit Union 24","Tallahassee",0,7514,0,7514,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/17/2013 16:19:00,"","FL"
162,12/31/2012 0:00:00,85,"TREASURY DEPARTMENT","COOP Network","Rancho Cucamonga",0,37358,0,37358,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/17/2013 16:19:00,"","CA"
162,12/31/2012 0:00:00,85,"TREASURY DEPARTMENT","Card Services for Credit Unions","Clearwater",0,89296,0,89296,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/17/2013 16:19:00,"","FL"
167,12/31/2012 0:00:00,87,"DAKOTALAND","Dakotaland Community Insurance LLC","Huron",1,141834,1135845,150000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/15/2013 16:29:00,"Equity Method","SD"
168,12/31/2012 0:00:00,88,"NORTHERN INDIANA","Credit Union Mortgage Services","Merrillville",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/17/2013 12:55:00,"","IN"
168,12/31/2012 0:00:00,88,"NORTHERN INDIANA","Credit Union Centers of Indiana","Indianapolis",0,100389,0,100389,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/17/2013 12:55:00,"Cost Method","IN"
174,12/31/2012 0:00:00,91,"LOUISIANA","Primary Financial LLC","Dublin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,8/27/2009 22:11:00,1/25/2013 11:31:00,"","OH"
174,12/31/2012 0:00:00,91,"LOUISIANA","Grade 13 LLC","Laplace",1,25000,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Financial Counseling using ""real world"" simulation",8/27/2009 22:11:00,1/25/2013 11:31:00,"Cost Method","LA"
174,12/31/2012 0:00:00,91,"LOUISIANA","CUSOURCE, LLC dba Southwest Corporate Investment Services","Plano",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/25/2013 11:31:00,"","TX"
174,12/31/2012 0:00:00,91,"LOUISIANA","Credit Union Cooperative Branching","Harahan",0,100000,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/25/2013 11:31:00,"Cost Method","LA"
174,12/31/2012 0:00:00,91,"LOUISIANA","Business Alliance Financial Services","Monroe",0,100000,0,100000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/25/2013 11:31:00,"Cost Method","LA"
177,12/31/2012 0:00:00,93,"PEOPLE'S TRUST","CU Alliance LLC","Houston",0,303763,0,303763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Collaterial Liquidation, Indirect Lending",8/27/2009 22:11:00,1/31/2013 11:12:00,"Equity Method","TX"
177,12/31/2012 0:00:00,93,"PEOPLE'S TRUST","Commercial Lending Solutions LLC","Brookings",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Business Loan documentation and servicing",8/27/2009 22:11:00,1/31/2013 11:12:00,"","OR"
177,12/31/2012 0:00:00,93,"PEOPLE'S TRUST","PSCU","Tampa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Plastic Card Processer and Servicer",8/27/2009 22:11:00,1/31/2013 11:12:00,"","FL"
177,12/31/2012 0:00:00,93,"PEOPLE'S TRUST","Credit Union Acceptance Company LLC","Houston",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/31/2013 11:12:00,"Equity Method","TX"
177,12/31/2012 0:00:00,93,"PEOPLE'S TRUST","Co-Op Financial Services","Rancho Cucamonga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Credit and Debit Card Processing",8/27/2009 22:11:00,1/31/2013 11:12:00,"","CA"
177,12/31/2012 0:00:00,93,"PEOPLE'S TRUST","Member Auto Sales LLC","Houston",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Repo Liquidation Service",8/27/2009 22:11:00,1/31/2013 11:12:00,"Equity Method","TX"
177,12/31/2012 0:00:00,93,"PEOPLE'S TRUST","Signal Hill Financial Resources","Houston",1,77018,0,500000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/31/2013 11:12:00,"Consolidation","TX"
177,12/31/2012 0:00:00,93,"PEOPLE'S TRUST","CU Companies of Texas dba Member Home Loan LLC","Houston",0,552382,0,552382,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/31/2013 11:12:00,"Equity Method","TX"
177,12/31/2012 0:00:00,93,"PEOPLE'S TRUST","CUSOURCE, LLC dba Catalyst Strategic Solutions","Plano",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Advisory and Consulting Activies",8/27/2009 22:11:00,1/31/2013 11:12:00,"","TX"
187,12/31/2012 0:00:00,100,"FLORIDA A & M UNIVERSITY","United Solutions Company","Tallahassee",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"Data Processing",8/27/2009 22:11:00,1/8/2013 13:09:00,"","FL"
195,12/31/2012 0:00:00,104,"NORTHWEST ARKANSAS","ARCUSO","Little Rock",0,45232,0,45232,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,2/14/2013 14:49:00,"Cost Method","AR"
196,12/31/2012 0:00:00,105,"GTE","Members Trust","Tampa",0,208333,0,208333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"",8/27/2009 22:11:00,1/25/2013 14:36:00,"Cost Method","FL"
196,12/31/2012 0:00:00,105,"GTE","Credit Union 24, Inc","Tallahassee",0,500,0,500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/25/2013 14:36:00,"Cost Method","FL"
196,12/31/2012 0:00:00,105,"GTE","Credit Union Services","Tampa",1,1269083,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/25/2013 14:36:00,"Consolidation","FL"
196,12/31/2012 0:00:00,105,"GTE","CU Cooperative","Rancho Cucamonga",0,75893,0,20000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"network services, payment processing, e-commerce solutions",8/27/2009 22:11:00,1/25/2013 14:36:00,"Cost Method","CA"
196,12/31/2012 0:00:00,105,"GTE","CU Direct Corporation","Ontario",0,500000,0,500000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/25/2013 14:36:00,"Cost Method","CA"
196,12/31/2012 0:00:00,105,"GTE","CU Shared Services Inc","Harahan",0,50000,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/25/2013 14:36:00,"","LA"
196,12/31/2012 0:00:00,105,"GTE","Florida CU Shared Services","Tallahassee",0,25000,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/25/2013 14:36:00,"","FL"
196,12/31/2012 0:00:00,105,"GTE","Member Gateway","South Bend",0,19758,0,161000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/25/2013 14:36:00,"Equity Method","IN"
196,12/31/2012 0:00:00,105,"GTE","Prime Alliance","Tukwila",0,34141,0,250000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/25/2013 14:36:00,"Cost Method","WA"
196,12/31/2012 0:00:00,105,"GTE","PSCU Service Centers","Tampa",0,2251891,0,2251891,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/25/2013 14:36:00,"Cost Method","FL"
196,12/31/2012 0:00:00,105,"GTE","Callahan CU Financial Service","Washington",0,34500,0,34500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/25/2013 14:36:00,"Cost Method","DC"
196,12/31/2012 0:00:00,105,"GTE","Home Loan Alliance","Tampa",0,1279102,0,500000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/27/2009 22:11:00,1/25/2013 14:36:00,"Consolidation","FL"
205,12/31/2012 0:00:00,112,"ALLEGENT COMMUNITY","Keystone Lending Alliance","Wexford",0,182715,0,150000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/9/2013 14:25:00,"Equity Method","PA"
216,12/31/2012 0:00:00,116,"FEDFINANCIAL","PSCU","St Petersburg ",0,7565,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Loan Decisioning and Call Center",8/27/2009 22:11:00,1/17/2013 20:59:00,"Equity Method","FL"
216,12/31/2012 0:00:00,116,"FEDFINANCIAL","INNOVATIVE STRATEGIC SOLUTIONS, LLC","ROCKVILLE",1,465726,0,165000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"COLLECTIONS",8/27/2009 22:11:00,1/17/2013 20:59:00,"Consolidation","MD"
216,12/31/2012 0:00:00,116,"FEDFINANCIAL","CUMA","FAIRFAX",0,5000,0,5000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/17/2013 20:59:00,"Equity Method","VA"
216,12/31/2012 0:00:00,116,"FEDFINANCIAL","COOP","Duluth",0,23526,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/17/2013 20:59:00,"Equity Method","GA"
216,12/31/2012 0:00:00,116,"FEDFINANCIAL","BWCUDLC","Englewood",0,18093,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Indirect Auto",8/27/2009 22:11:00,1/17/2013 20:59:00,"Equity Method","CO"
224,12/31/2012 0:00:00,119,"MAGNOLIA","PSCU Financial Services","St Petersburg",0,21772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Call Center",8/27/2009 22:11:00,1/21/2013 23:39:00,"Equity Method","FL"
224,12/31/2012 0:00:00,119,"MAGNOLIA","Credit Union Acceptance Corporation","Houston",0,136170,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Indirect Lending",8/27/2009 22:11:00,1/21/2013 23:39:00,"Equity Method","TX"
224,12/31/2012 0:00:00,119,"MAGNOLIA","Credit Union 24, Incorporated","Tallahassee",0,15761,0,500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/21/2013 23:39:00,"Equity Method","FL"
