"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","CU_Name","CusoName","City","IsWhollyOwned","Investment","Loan","CashOutlay","Check_cur_serv","Cler_prof_mgt_serv","Bus_ln_orig","Cons_mtg_orig","Elect_trans_serv","Fin_con_serv","FA_serv","Ins_br_ag","Leasing","Ln_supp_serv","RR_sec_DR_serv","Ins_br_serv","Shr_branch_ops","St_Ln_orig","Trav_ag_serv","Trusts","RE_br_serv","CUSOinv_nonCUSO","CC_ln_orig","pay_proc_serv","Other","OtherCusoServiceType","DateCreated","DateUpdated","InvestmentAccountingTypeName","StateCode"
28,12/31/2011 0:00:00,21,"CENTRIS","Centris Services Group","Omaha",1,82187,0,9000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/29/2009 16:28:00,1/10/2012 8:10:00,"Consolidation","NE"
28,12/31/2011 0:00:00,21,"CENTRIS","NE CU ATM Services, LLC","Lincoln",0,9000,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"ATM",9/29/2009 16:29:00,4/9/2010 15:53:00,"Cost Method","NE"
42,12/31/2011 0:00:00,29,"WATERBURY FIREFIGHTERS","Waterburyfirefighters Credit Union Service Organization, Inc","Waterbury",1,407582,0,407582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Property Management Service",10/14/2009 19:39:00,10/14/2009 19:39:00,"Consolidation","CT"
48,12/31/2011 0:00:00,31,"MISSISSIPPI POSTAL EMPLOYEES","CU-24","Tallahassee",0,4057,0,500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/24/2009 12:26:00,5/19/2010 15:38:00,"Equity Method","FL"
51,12/31/2011 0:00:00,32,"STATE EMPLOYEES","SEFCU Services LLC","Albany",1,6179904,18400000,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",7/6/2010 13:12:00,1/17/2012 15:31:00,"Consolidation","NY"
51,12/31/2011 0:00:00,32,"STATE EMPLOYEES","SEFCU Insurance Agency","Albany",1,5146348,0,5000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/18/2009 10:12:00,1/17/2012 15:31:00,"Consolidation","NY"
51,12/31/2011 0:00:00,32,"STATE EMPLOYEES","PSCU Financial Services","St Petersburg",0,229718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",9/29/2009 15:26:00,1/17/2012 15:30:00,"Cost Method","FL"
53,12/31/2011 0:00:00,33,"MOTION","Cumanet","Basking Ridge",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/12/2011 14:55:00,8/12/2011 14:55:00,"","NJ"
60,12/31/2011 0:00:00,35,"SIOUX FALLS","Dakota Financial Services","Aberdeen",0,5000,0,5000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/24/2009 12:05:00,5/3/2011 16:26:00,"Cost Method","SD"
77,12/31/2011 0:00:00,41,"SERVICE FIRST","Prodraft Services Inc","Bismarck",0,45817,45817,45817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",4/20/2011 15:22:00,4/20/2011 15:22:00,"Cost Method","ND"
77,12/31/2011 0:00:00,41,"SERVICE FIRST","Dakota Financial Services, Inc.","Aberdeen",0,5000,5000,5000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/29/2009 15:29:00,5/5/2011 16:48:00,"Cost Method","SD"
78,12/31/2011 0:00:00,42,"BAY RIDGE","Share One Inc.","Memphis",0,25000,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"data processing",9/30/2009 17:37:00,9/30/2009 17:37:00,"Cost Method","TN"
79,12/31/2011 0:00:00,43,"CAMPUS","CNBS, LLC","Overland Park",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/25/2009 9:29:00,9/25/2009 9:29:00,"","KS"
79,12/31/2011 0:00:00,43,"CAMPUS","CUBG","Portland",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",10/13/2009 12:13:00,10/13/2009 14:19:00,"","OR"
79,12/31/2011 0:00:00,43,"CAMPUS","CUSC","Baton Rouge",0,150000,0,150000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",9/17/2009 15:09:00,5/4/2011 15:18:00,"Cost Method","LA"
80,12/31/2011 0:00:00,44,"AMERICAN EAGLE","American Eagle Financial Services, LLC","East Hartford",1,477660,0,30000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/30/2009 8:53:00,1/17/2012 13:30:00,"Consolidation","CT"
80,12/31/2011 0:00:00,44,"AMERICAN EAGLE","PSCU Financial Services","Tampa",0,713657,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/30/2009 8:29:00,1/17/2012 13:25:00,"Cost Method","FL"
88,12/31/2011 0:00:00,48,"ATLANTA TEACHERS","Palmetto Cooperative Services, Inc","Irmo",0,4088,0,4088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Items Processing",1/22/2010 12:47:00,1/11/2012 14:39:00,"Cost Method","SC"
108,12/31/2011 0:00:00,58,"KEMBA CHARLESTON","CNBS, LLC","Overland Park",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",9/25/2009 13:57:00,9/25/2009 13:57:00,"","KS"
118,12/31/2011 0:00:00,61,"THE PARTNERSHIP","PSCU","Saint Petersburg",0,37455,0,37455,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/23/2009 13:57:00,1/20/2012 13:57:00,"","FL"
118,12/31/2011 0:00:00,61,"THE PARTNERSHIP","Ongoing Operations","Hagerstown",0,150000,0,150000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"",9/23/2009 13:58:00,9/23/2009 13:58:00,"","MD"
118,12/31/2011 0:00:00,61,"THE PARTNERSHIP","CUMA","Fairfax",0,5000,0,5000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/23/2009 13:55:00,9/23/2009 13:55:00,"","VA"
118,12/31/2011 0:00:00,61,"THE PARTNERSHIP","CU24","Tallahassee",0,6114,0,6114,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/23/2009 13:54:00,8/3/2011 11:48:00,"","FL"
118,12/31/2011 0:00:00,61,"THE PARTNERSHIP","CU Cooperative Systems Inc","Rancho Cucamonga",0,54783,0,54783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/23/2009 13:53:00,1/20/2012 13:54:00,"","CA"
120,12/31/2011 0:00:00,63,"COUNTY EDUCATORS","Symbionce Financial Solutions, LLC","East Hanover",0,217413,41200,600000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",9/11/2009 11:43:00,1/17/2012 14:16:00,"Equity Method","NJ"
138,12/31/2011 0:00:00,72,"VIGO COUNTY","Credit Union Centers of Indiana, LLC","Indianapolis",0,790,0,790,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",4/14/2010 15:26:00,4/14/2010 15:26:00,"Cost Method","IN"
150,12/31/2011 0:00:00,77,"FEDCHOICE","CO-OP Financial Service","Duluth",0,20100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",9/22/2009 8:27:00,9/22/2009 8:39:00,"Cost Method","GA"
150,12/31/2011 0:00:00,77,"FEDCHOICE","Credit Union Auto Loan Network, LLC","Linthicum",0,23600,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",9/22/2009 8:29:00,9/22/2009 8:32:00,"","MD"
150,12/31/2011 0:00:00,77,"FEDCHOICE","FedChoice CUSO, LLC","Lanham",1,76469,0,20000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/22/2009 8:31:00,9/22/2009 8:31:00,"Consolidation","MD"
150,12/31/2011 0:00:00,77,"FEDCHOICE","CUMA","Fairfax",0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"",9/22/2009 8:30:00,9/22/2009 8:40:00,"","VA"
151,12/31/2011 0:00:00,78,"JUSTICE","Service Center Corp","Pomona",0,10073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",9/25/2009 14:15:00,7/20/2010 9:34:00,"Cost Method","CA"
151,12/31/2011 0:00:00,78,"JUSTICE","PSCU","St Petersburg",0,184501,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",9/25/2009 14:20:00,7/20/2010 9:34:00,"Cost Method","FL"
151,12/31/2011 0:00:00,78,"JUSTICE","CU Realty","Herndon",0,9216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"",9/25/2009 14:23:00,9/25/2009 15:00:00,"Cost Method","VA"
159,12/31/2011 0:00:00,83,"THREE RIVERS","PSCU Financial Services","Tampa",0,447787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/24/2009 17:19:00,4/25/2011 10:24:00,"","FL"
159,12/31/2011 0:00:00,83,"THREE RIVERS","CU Student Choice Partners, LLC","Washington",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/5/2011 15:36:00,8/5/2011 15:36:00,"","DC"
159,12/31/2011 0:00:00,83,"THREE RIVERS","Alaska USA Trust Company","Anchorage",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Investment safekeeping",10/16/2009 9:38:00,8/5/2011 15:43:00,"","AK"
159,12/31/2011 0:00:00,83,"THREE RIVERS","Credit Union Centers of Indiana, LLC","Indianapolis",0,5689,0,11030,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",9/24/2009 17:21:00,4/25/2011 10:25:00,"","IN"
159,12/31/2011 0:00:00,83,"THREE RIVERS","CU Members Mortgage","Greenwood Village",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/25/2009 8:58:00,8/5/2011 17:53:00,"","CO"
159,12/31/2011 0:00:00,83,"THREE RIVERS","Financial Service Centers Cooperative, Inc.","Ontario",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mobile banking network",8/5/2011 19:00:00,8/5/2011 19:00:00,"","CA"
159,12/31/2011 0:00:00,83,"THREE RIVERS","Members Trust","Tampa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"",9/24/2009 17:26:00,9/24/2009 17:26:00,"","FL"
159,12/31/2011 0:00:00,83,"THREE RIVERS","myCUmortgage","Fairborn",0,0,2000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/5/2011 15:48:00,8/5/2011 17:53:00,"","OH"
159,12/31/2011 0:00:00,83,"THREE RIVERS","CUSO Financial Services, LP","San Diego",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",12/29/2011 13:22:00,12/29/2011 13:22:00,"","CA"
162,12/31/2011 0:00:00,85,"TREASURY DEPARTMENT","TDFCU Financial Services","Washington",1,15642,0,15642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Currently inactive",9/30/2009 11:23:00,1/20/2012 14:08:00,"Consolidation","DC"
162,12/31/2011 0:00:00,85,"TREASURY DEPARTMENT","CUMA","Fairfax",0,1000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"",10/22/2009 16:26:00,10/22/2009 16:26:00,"","VA"
162,12/31/2011 0:00:00,85,"TREASURY DEPARTMENT","Credit Union 24","Tallahassee",0,10869,0,10869,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",10/22/2009 16:21:00,10/22/2009 16:21:00,"","FL"
162,12/31/2011 0:00:00,85,"TREASURY DEPARTMENT","COOP Network","Rancho Cucamonga",0,33355,0,33355,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",10/22/2009 16:23:00,10/21/2011 10:32:00,"","CA"
162,12/31/2011 0:00:00,85,"TREASURY DEPARTMENT","Card Services for Credit Unions","Clearwater",0,89296,0,89296,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",10/22/2009 16:24:00,10/21/2011 10:31:00,"","FL"
168,12/31/2011 0:00:00,88,"NORTHERN INDIANA","CUDL","Ontario",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indirect vehicle loans",9/16/2009 9:53:00,9/16/2009 9:53:00,"Cost Method","CA"
168,12/31/2011 0:00:00,88,"NORTHERN INDIANA","Credit Union Mortgage Services","Merrillville",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/15/2009 13:08:00,9/15/2009 13:24:00,"","IN"
168,12/31/2011 0:00:00,88,"NORTHERN INDIANA","Credit Union Centers of Indiana","Indianapolis",0,104703,0,104703,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",9/15/2009 13:16:00,4/20/2011 18:03:00,"Cost Method","IN"
174,12/31/2011 0:00:00,91,"LOUISIANA","Grade 13 LLC","Laplace",1,25000,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Financial Counseling using ""real world"" simulation",7/23/2010 10:39:00,7/23/2010 10:39:00,"","LA"
174,12/31/2011 0:00:00,91,"LOUISIANA","CUSOURCE, LLC dba Southwest Corporate Investment Services","Plano",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/30/2009 14:13:00,9/30/2009 14:13:00,"","TX"
174,12/31/2011 0:00:00,91,"LOUISIANA","Credit Union Cooperative Branching","Harahan",0,100000,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",9/15/2009 16:34:00,5/2/2011 15:57:00,"Cost Method","LA"
174,12/31/2011 0:00:00,91,"LOUISIANA","Business Alliance Financial Services","Monroe",0,25000,50000,25000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",10/27/2011 16:24:00,10/27/2011 16:29:00,"Cost Method","LA"
177,12/31/2011 0:00:00,93,"PEOPLE'S TRUST","CUSOURCE, LLC dba Catalyst Strategic Solutions","Plano",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Advisory and Consulting Activies",9/30/2009 12:43:00,1/19/2012 9:45:00,"","TX"
177,12/31/2011 0:00:00,93,"PEOPLE'S TRUST","Credit Union Acceptance Company LLC","Houston",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",4/29/2011 10:01:00,4/29/2011 10:01:00,"Equity Method","TX"
177,12/31/2011 0:00:00,93,"PEOPLE'S TRUST","Commercial Lending Solutions LLC","Brookings",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Business Loan documentation and servicing",9/30/2009 13:51:00,9/30/2009 15:32:00,"","OR"
177,12/31/2011 0:00:00,93,"PEOPLE'S TRUST","CU Companies of Texas dba Member Home Loan LLC","Houston",0,509260,500000,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",12/21/2010 10:18:00,1/19/2012 9:42:00,"Equity Method","TX"
177,12/31/2011 0:00:00,93,"PEOPLE'S TRUST","PSCU","Tampa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Plastic Card Processer and Servicer",9/30/2009 14:09:00,9/30/2009 15:37:00,"","FL"
177,12/31/2011 0:00:00,93,"PEOPLE'S TRUST","Signal Hill Financial Resources","Houston",1,66337,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/29/2009 15:31:00,1/19/2012 9:43:00,"Consolidation","TX"
177,12/31/2011 0:00:00,93,"PEOPLE'S TRUST","Member Auto Sales LLC","Houston",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Repo Liquidation Service",4/29/2011 10:35:00,4/29/2011 10:35:00,"Equity Method","TX"
177,12/31/2011 0:00:00,93,"PEOPLE'S TRUST","CU Alliance LLC","Houston",0,281105,0,242224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Collaterial Liquidation, Indirect Lending",9/30/2009 14:44:00,1/19/2012 9:41:00,"Equity Method","TX"
187,12/31/2011 0:00:00,100,"FLORIDA A & M UNIVERSITY","United Solutions Company","Tallahassee",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Data Processing",10/1/2009 9:28:00,10/1/2009 9:57:00,"","FL"
192,12/31/2011 0:00:00,102,"BAY PINES","Credit Union 24","Tallahassee",0,9941,0,500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/17/2010 16:10:00,10/13/2010 10:37:00,"Cost Method","FL"
195,12/31/2011 0:00:00,104,"NORTHWEST ARKANSAS","ARCUSO","Little Rock",0,50884,0,50000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",9/30/2009 13:16:00,1/23/2010 0:05:00,"Cost Method","AR"
196,12/31/2011 0:00:00,105,"GTE","Members Trust","Tampa",0,208333,0,208333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"",9/30/2009 15:16:00,9/30/2009 15:16:00,"Cost Method","FL"
196,12/31/2011 0:00:00,105,"GTE","Callahan CU Financial Service","Washington",0,34500,0,34500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/30/2009 15:01:00,9/30/2009 15:01:00,"Cost Method","DC"
196,12/31/2011 0:00:00,105,"GTE","Credit Union 24, Inc","Tallahassee",0,500,0,500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",10/13/2009 12:57:00,10/13/2009 12:57:00,"Cost Method","FL"
196,12/31/2011 0:00:00,105,"GTE","Credit Union Services","Tampa",1,1480835,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/30/2009 15:08:00,10/19/2011 14:25:00,"Consolidation","FL"
196,12/31/2011 0:00:00,105,"GTE","CU Cooperative","Rancho Cucamonga",0,61125,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"network services, payment processing, e-commerce solutions",10/13/2009 13:09:00,10/19/2011 14:25:00,"Cost Method","CA"
196,12/31/2011 0:00:00,105,"GTE","CU Direct Corporation","Ontario",0,25000,0,25000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",10/21/2010 16:20:00,10/21/2010 16:20:00,"Cost Method","CA"
196,12/31/2011 0:00:00,105,"GTE","CU Shared Services Inc","Harahan",0,50000,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",9/30/2009 16:45:00,9/30/2009 16:45:00,"","LA"
196,12/31/2011 0:00:00,105,"GTE","Member Gateway","South Bend",0,69758,0,161000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",10/13/2009 12:31:00,1/21/2011 13:20:00,"Equity Method","IN"
196,12/31/2011 0:00:00,105,"GTE","Prime Alliance","Tukwila",0,250000,0,250000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",9/30/2009 15:21:00,10/13/2009 11:52:00,"Cost Method","WA"
196,12/31/2011 0:00:00,105,"GTE","PSCU Service Centers","Tampa",0,2034468,0,2034468,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",10/13/2009 13:07:00,7/22/2011 10:37:00,"Cost Method","FL"
196,12/31/2011 0:00:00,105,"GTE","Florida CU Shared Services","Tallahassee",0,25000,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",10/13/2009 13:04:00,5/19/2011 15:46:00,"","FL"
205,12/31/2011 0:00:00,112,"ALLEGENT COMMUNITY","Keystone Lending Alliance","Wexford",0,144429,0,150000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",9/4/2009 12:01:00,1/12/2012 9:51:00,"Equity Method","PA"
216,12/31/2011 0:00:00,116,"FEDFINANCIAL","COOP","Duluth",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",9/16/2009 13:30:00,5/5/2011 10:09:00,"Equity Method","GA"
216,12/31/2011 0:00:00,116,"FEDFINANCIAL","CUMA","FAIRFAX",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/16/2009 13:38:00,5/18/2010 16:56:00,"Equity Method","VA"
216,12/31/2011 0:00:00,116,"FEDFINANCIAL","INNOVATIVE STRATEGIC SOLUTIONS, LLC","ROCKVILLE",1,281340,216390,156627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"COLLECTIONS",9/16/2009 13:40:00,5/5/2011 10:10:00,"Consolidation","MD"
216,12/31/2011 0:00:00,116,"FEDFINANCIAL","BWCUDLC","Englewood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Indirect Auto",9/16/2009 13:36:00,5/18/2010 16:55:00,"Equity Method","CO"
224,12/31/2011 0:00:00,119,"MAGNOLIA","PSCU Financial Services","St Petersburg",0,4789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Call Center",4/22/2010 12:14:00,5/3/2011 17:05:00,"Equity Method","FL"
224,12/31/2011 0:00:00,119,"MAGNOLIA","Credit Union Acceptance Corporation","Houston",0,136170,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Indirect Lending",10/20/2009 6:00:00,5/3/2011 17:05:00,"Equity Method","TX"
224,12/31/2011 0:00:00,119,"MAGNOLIA","Credit Union 24, Incorporated","Tallahassee",0,14354,0,500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",10/20/2009 5:50:00,10/20/2009 5:51:00,"Equity Method","FL"
224,12/31/2011 0:00:00,119,"MAGNOLIA","Card Services for Credit Unions","Clearwater",0,7091,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",10/20/2009 5:56:00,5/3/2011 17:05:00,"Equity Method","FL"
227,12/31/2011 0:00:00,121,"PENTAGON","PENFED TITLE","ALEXANDRIA",1,6231598,0,6231598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"TITLE COMPANY",9/22/2009 16:57:00,1/17/2012 7:57:00,"Consolidation","VA"
227,12/31/2011 0:00:00,121,"PENTAGON","PENFED REALTY LLC","ALEXANDRIA",1,6361737,0,6361737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"",9/22/2009 16:54:00,1/17/2012 7:55:00,"Consolidation","VA"
227,12/31/2011 0:00:00,121,"PENTAGON","PAYMENT SYSTEMS CREDIT UNION","ALEXANDRIA",0,2536993,0,2536993,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/22/2009 16:59:00,1/17/2012 7:53:00,"Equity Method","VA"
